Titles,Authors,arxiv_id,Category,Source,DOI_id,Citation_count,no of Authors,Title length
186,49,2408.12568,0,https://arxiv.org/pdf/2408.12128,10.1386/9781789389135_32,18.170289855072465,3,66
293,251,2408.12568,0,https://arxiv.org/pdf/2408.12116,10.11606/t.55.2020.tde-03022020-093918,18.170289855072465,3,104
644,356,2408.12568,0,https://arxiv.org/pdf/2408.12065,10.1109/tit.1978.1055913,212.0,2,54
247,103,2408.12568,0,https://arxiv.org/pdf/2408.12025,10.1201/b11426-10,18.170289855072465,3,81
587,225,2408.12568,0,https://arxiv.org/pdf/2408.11987,10.1201/9781003425724-25,18.170289855072465,9,113
585,3,2408.12568,0,https://arxiv.org/pdf/2408.11976,10.1007/978-3-030-98872-2_1,18.170289855072465,3,77
55,611,2408.12568,0,https://arxiv.org/pdf/2408.11943,10.1109/smc53654.2022.9945333,2.0,3,61
401,223,2408.12568,0,https://arxiv.org/pdf/2408.11939,10.1145/3632754.3632941,18.170289855072465,3,44
233,297,2408.12568,0,https://arxiv.org/pdf/2408.11936,10.32657/10356/172895,18.170289855072465,5,84
62,242,2408.12568,0,https://arxiv.org/pdf/2408.11925,10.1109/icre.1996.491434,1.0,3,126
563,27,2408.12568,0,https://arxiv.org/pdf/2408.11851,10.1016/c2015-0-01503-9,18.170289855072465,7,82
432,690,2408.12568,7,https://arxiv.org/pdf/2408.12598,10.3788/ai.2024.10003,18.170289855072465,7,81
699,62,2408.12568,7,https://arxiv.org/pdf/2408.12590,10.36227/techrxiv.22843637.v1,18.170289855072465,19,86
324,382,2408.12568,22,https://arxiv.org/pdf/2408.12581,10.3030/821427,18.170289855072465,3,69
559,544,2408.12568,4,https://arxiv.org/pdf/2408.12579,10.18653/v1/2023.emnlp-main.948,18.170289855072465,10,88
21,123,2408.12568,22,https://arxiv.org/pdf/2408.12578,10.1093/bioinformatics/btab083,363.0,4,85
225,26,2408.12568,7,https://arxiv.org/pdf/2408.12575,10.1109/tiv.2022.3218594,4.0,9,73
696,303,2408.12568,22,https://arxiv.org/pdf/2408.12561,10.1016/0893-6080(95)00135-2,32.0,3,106
153,0,2408.12568,39,https://arxiv.org/pdf/2408.12560,10.1201/9781003193128-4,18.170289855072465,5,48
416,403,2408.12568,40,https://arxiv.org/pdf/2408.12549,10.1007/0-387-32348-1_14,18.170289855072465,1,88
84,245,2408.12568,17,https://arxiv.org/pdf/2408.12534,10.1007/978-3-031-58776-4_13,18.170289855072465,10,83
476,427,2408.12568,22,https://arxiv.org/pdf/2408.12525,10.1016/b978-1-55860-307-3.50030-7,32.0,3,86
54,466,2408.12568,22,https://arxiv.org/pdf/2408.12519,10.1101/2022.05.06.490934,2.0,4,102
621,32,2408.12568,4,https://arxiv.org/pdf/2408.12503,10.2118/171230-ru,18.170289855072465,5,95
286,284,2408.12568,4,https://arxiv.org/pdf/2408.12494,10.31979/etd.whch-w6jc,18.170289855072465,10,101
444,446,2408.12568,7,https://arxiv.org/pdf/2408.12483,10.1037/e670142012-001,18.170289855072465,6,100
497,30,2408.12568,22,https://arxiv.org/pdf/2408.12476,10.21203/rs.3.rs-3178713/v1,2.0,4,90
680,374,2408.12568,7,https://arxiv.org/pdf/2408.12466,10.1109/icra.2015.7139360,17.0,7,137
546,667,2408.12568,7,https://arxiv.org/pdf/2408.12454,10.1167/10.7.810,1.0,10,56
23,483,2408.12568,7,https://arxiv.org/pdf/2408.12443,10.21203/rs.3.rs-2472444/v1,18.170289855072465,8,93
224,476,2408.12568,7,https://arxiv.org/pdf/2408.12426,10.1021/acs.analchem.0c01660.s001,1.0,5,99
421,421,2408.12568,22,https://arxiv.org/pdf/2408.12423,10.23919/fusion52260.2023.10224217,1.0,4,70
2,262,2408.12568,22,https://arxiv.org/pdf/2408.12419,10.1021/acs.jpcb.2c07405.s001,18.170289855072465,9,92
109,41,2408.12568,7,https://arxiv.org/pdf/2408.12418,10.7554/elife.28183.019,18.170289855072465,3,45
200,63,2408.12568,3,https://arxiv.org/pdf/2408.12413,10.1037/e668292012-273,18.170289855072465,13,133
423,420,2408.12568,22,https://arxiv.org/pdf/2408.12409,10.1016/j.knosys.2023.110790,4.0,4,92
424,55,2408.12568,7,https://arxiv.org/pdf/2408.12400,10.1109/icip.2019.8803617,13.0,3,70
115,564,2408.12568,22,https://arxiv.org/pdf/2408.12373,10.1109/coginf.2007.4341933,18.170289855072465,8,51
565,81,2408.12568,7,https://arxiv.org/pdf/2408.12364,10.1093/hebz/9780198844808.003.0015,18.170289855072465,6,44
120,651,2408.12568,7,https://arxiv.org/pdf/2408.12355,10.5220/0012351600003660,18.170289855072465,11,75
273,267,2408.12568,4,https://arxiv.org/pdf/2408.12337,10.5220/0012159000003598,18.170289855072465,5,83
223,366,2408.12568,22,https://arxiv.org/pdf/2408.12334,10.1109/ijcnn48605.2020.9206591,1.0,3,84
337,332,2408.12568,4,https://arxiv.org/pdf/2408.12326,10.36227/techrxiv.172297712.23792600/v1,18.170289855072465,4,89
634,529,2408.12568,7,https://arxiv.org/pdf/2408.12292,10.1145/3581783.3612472,2.0,6,62
177,447,2408.12568,40,https://arxiv.org/pdf/2408.12279,10.7717/peerj.11089/table-5,18.170289855072465,10,132
673,377,2408.12568,22,https://arxiv.org/pdf/2408.12270,10.1137/140980120,11.0,5,97
628,641,2408.12568,4,https://arxiv.org/pdf/2408.12263,10.31234/osf.io/3hrnc,1.0,5,102
16,301,2408.12568,4,https://arxiv.org/pdf/2408.12254,10.1075/lald.46.04mei,85.0,6,55
361,6,2408.12568,4,https://arxiv.org/pdf/2408.12249,10.2139/ssrn.4458613,2.0,7,70
235,363,2408.12568,4,https://arxiv.org/pdf/2408.12226,10.4324/9781315165103-5,18.170289855072465,4,129
647,511,2408.12568,22,https://arxiv.org/pdf/2408.12198,10.2514/6.2013-1467,18.170289855072465,4,42
536,468,2408.12568,4,https://arxiv.org/pdf/2408.12188,10.1109/icmla58977.2023.00122,2.0,6,73
25,460,2408.12568,36,https://arxiv.org/pdf/2408.12187,10.1109/ccdc62350.2024.10588017,18.170289855072465,4,106
529,254,2408.12568,22,https://arxiv.org/pdf/2408.12185,10.24963/ijcai.2024/520,18.170289855072465,8,69
577,461,2408.12568,39,https://arxiv.org/pdf/2408.12159,10.31390/gradschool_theses.3406,18.170289855072465,4,39
326,661,2408.12568,4,https://arxiv.org/pdf/2408.12157,10.1109/icaace61206.2024.10549245,18.170289855072465,2,63
29,549,2408.12568,10,https://arxiv.org/pdf/2408.12151,10.1016/j.tcs.2018.08.025,2.0,4,42
166,241,2408.12568,17,https://arxiv.org/pdf/2408.12150,10.1109/tencon.1992.271876,18.170289855072465,3,72
383,86,2408.12568,4,https://arxiv.org/pdf/2408.12142,10.1037/e373972004-005,18.170289855072465,8,108
151,162,2408.12568,22,https://arxiv.org/pdf/2408.12139,10.1021/acs.analchem.1c02988.s001,18.170289855072465,6,112
162,648,2408.12568,22,https://arxiv.org/pdf/2408.12129,10.1109/icsmartgrid61824.2024.10578179,18.170289855072465,1,106
80,661,2408.12568,39,https://arxiv.org/pdf/2408.12125,10.1109/cscloud62866.2024.00030,18.170289855072465,2,62
219,660,2408.12568,16,https://arxiv.org/pdf/2408.12121,10.1109/taffc.2023.3319397/mm1,18.170289855072465,4,128
652,680,2408.12568,9,https://arxiv.org/pdf/2408.12119,10.1007/978-3-030-96896-0_15,1.0,5,94
555,581,2408.12568,22,https://arxiv.org/pdf/2408.12113,10.1021/acs.jcim.3c00698.s001,18.170289855072465,4,151
88,458,2408.12568,22,https://arxiv.org/pdf/2408.12112,10.1109/cdc42340.2020.9304511,3.0,4,81
252,418,2408.12568,22,https://arxiv.org/pdf/2408.12097,10.1575/1912/4965,18.170289855072465,9,175
697,7,2408.12568,4,https://arxiv.org/pdf/2408.12095,10.7717/peerjcs.1176/fig-4,18.170289855072465,9,76
663,174,2408.12568,7,https://arxiv.org/pdf/2408.12086,10.1108/ribs-11-2023-0128,18.170289855072465,7,107
250,325,2408.12568,37,https://arxiv.org/pdf/2408.12080,10.2139/ssrn.4879580,18.170289855072465,3,112
312,168,2408.12568,4,https://arxiv.org/pdf/2408.12079,10.18653/v1/2023.loresmt-1.8,18.170289855072465,3,115
131,653,2408.12568,4,https://arxiv.org/pdf/2408.12076,10.36227/techrxiv.171665607.76504195/v1,18.170289855072465,9,84
189,448,2408.12568,37,https://arxiv.org/pdf/2408.12067,10.1109/tcomm.2022.3228865,3.0,3,120
9,531,2408.12568,23,https://arxiv.org/pdf/2408.12063,10.1017/9781107588783.013,3.0,10,57
230,75,2408.12568,7,https://arxiv.org/pdf/2408.12062,10.2139/ssrn.4635950,18.170289855072465,4,65
242,409,2408.12568,4,https://arxiv.org/pdf/2408.12060,10.2139/ssrn.4883472,18.170289855072465,5,82
227,232,2408.12568,39,https://arxiv.org/pdf/2408.12056,10.1145/3638530.3664174,18.170289855072465,5,67
537,129,2408.12568,22,https://arxiv.org/pdf/2408.12036,10.1080/13546780042000046,158.0,3,47
8,343,2408.12568,6,https://arxiv.org/pdf/2408.12032,10.1109/icces.2006.320436,18.170289855072465,2,71
266,150,2408.12568,5,https://arxiv.org/pdf/2408.12029,10.33612/diss.655219005,18.170289855072465,4,98
654,287,2408.12568,4,https://arxiv.org/pdf/2408.12022,10.1111/mila.12346,2.0,5,63
192,23,2408.12568,18,https://arxiv.org/pdf/2408.12008,10.1080/07474940701620782,3.0,4,93
516,1,2408.12568,22,https://arxiv.org/pdf/2408.12007,10.32614/cran.package.tsf,18.170289855072465,7,63
118,419,2408.12568,5,https://arxiv.org/pdf/2408.11984,10.1093/oso/9780199765652.003.0005,18.170289855072465,6,79
466,137,2408.12568,22,https://arxiv.org/pdf/2408.11979,10.1016/b978-0-44-456349-1.00008-8,2.0,4,74
532,431,2408.12568,7,https://arxiv.org/pdf/2408.11963,10.1109/isorc.2003.1199254,1.0,3,55
244,298,2408.12568,22,https://arxiv.org/pdf/2408.11935,10.20868/upm.thesis.73247,18.170289855072465,7,69
440,56,2408.12568,22,https://arxiv.org/pdf/2408.11918,10.1109/72.572088,37.0,2,63
690,198,2408.12568,8,https://arxiv.org/pdf/2408.11910,10.1093/jcr/ucy039,126.0,2,123
98,350,2408.12568,4,https://arxiv.org/pdf/2408.11879,10.1038/s43588-023-00527-x,36.0,8,71
280,151,2408.12568,34,https://arxiv.org/pdf/2408.11876,10.32614/cran.package.rgv,18.170289855072465,11,119
311,547,2408.12568,4,https://arxiv.org/pdf/2408.11875,10.1145/3442442.3453706,18.170289855072465,6,95
405,295,2408.12568,4,https://arxiv.org/pdf/2408.11871,10.21203/rs.3.rs-4465815/v1,1.0,9,81
221,203,2408.12568,4,https://arxiv.org/pdf/2408.11869,10.1002/9780470904848.ch3,18.170289855072465,5,71
331,244,2408.12568,4,https://arxiv.org/pdf/2408.11868,10.1109/saner56733.2023.00039,18.170289855072465,4,95
142,426,2408.12568,4,https://arxiv.org/pdf/2408.11866,10.18653/v1/2023.nlrse-1.7,7.0,2,123
315,470,2408.12568,4,https://arxiv.org/pdf/2408.11865,10.21203/rs.3.rs-4584723/v1,18.170289855072465,2,49
664,628,2408.12568,22,https://arxiv.org/pdf/2408.11863,10.1017/cbo9780511721373.019,18.170289855072465,1,79
584,632,2408.12568,4,https://arxiv.org/pdf/2408.11862,10.3102/1680141,18.170289855072465,2,83
594,29,2408.12568,4,https://arxiv.org/pdf/2408.11861,10.2139/ssrn.4774771,18.170289855072465,5,81
198,176,2408.12568,4,https://arxiv.org/pdf/2408.11856,10.31979/etd.taar-3t5j,18.170289855072465,5,99
259,679,2408.12568,4,https://arxiv.org/pdf/2408.11855,10.36227/techrxiv.171863632.29206743/v1,18.170289855072465,9,81
688,577,2408.12568,4,https://arxiv.org/pdf/2408.11854,10.1109/bigdata.2018.8622048,1.0,8,145
263,339,2408.12568,4,https://arxiv.org/pdf/2408.11852,10.1037/e602872013-001,18.170289855072465,5,57
600,602,2408.12568,4,https://arxiv.org/pdf/2408.11849,10.1109/taslp.2021.3087948,10.0,5,118
386,622,2408.12568,4,https://arxiv.org/pdf/2408.11848,10.1111/j.1740-8261.2001.tb00900.x,9.0,6,54
211,415,2408.12568,4,https://arxiv.org/pdf/2408.11843,10.1145/3593013.3594004,2.0,5,66
140,43,2408.12568,8,https://arxiv.org/pdf/2408.11841,10.58257/ijprems32676,18.170289855072465,90,99
346,487,2408.12568,7,https://arxiv.org/pdf/2408.11840,10.1088/1361-6560/ad6117,18.170289855072465,12,73
48,178,2408.12568,22,https://arxiv.org/pdf/2408.11839,10.7717/peerj-cs.1186/fig-3,18.170289855072465,6,87
411,154,2408.12568,22,https://arxiv.org/pdf/2408.11837,10.1109/chase60773.2024.00017,18.170289855072465,6,90
568,494,2408.12568,7,https://arxiv.org/pdf/2408.11834,10.31219/osf.io/pgexq,18.170289855072465,6,85
469,165,2408.12568,4,https://arxiv.org/pdf/2408.11832,10.18653/v1/2021.findings-emnlp.179,5.0,7,68
464,13,2408.12568,37,https://arxiv.org/pdf/2408.11828,10.2139/ssrn.4812342,18.170289855072465,6,99
290,68,2408.12568,8,https://arxiv.org/pdf/2408.11826,10.2139/ssrn.4862474,18.170289855072465,6,121
597,37,2408.12568,8,https://arxiv.org/pdf/2408.11825,10.1016/j.ifacol.2021.08.082,27.0,2,55
68,574,2408.12568,16,https://arxiv.org/pdf/2408.11824,10.1349/ddlp.3120,6.0,8,60
396,204,2408.12568,29,https://arxiv.org/pdf/2408.11823,10.2139/ssrn.4706194,18.170289855072465,2,109
596,47,2408.12568,36,https://arxiv.org/pdf/2408.11822,10.3389/fnbot.2023.1269105,18.170289855072465,2,88
548,477,2408.12568,8,https://arxiv.org/pdf/2408.11820,10.1007/s43681-024-00524-4,18.170289855072465,6,73
341,199,2408.12568,39,https://arxiv.org/pdf/2408.05128,10.1145/3643991.3645084,18.170289855072465,4,117
462,351,2408.12568,39,https://arxiv.org/pdf/2408.02825,10.2139/ssrn.4923030,18.170289855072465,5,81
498,434,2408.12568,39,https://arxiv.org/pdf/2311.07786,10.1109/tse.2024.3443741,18.170289855072465,4,86
657,436,2408.12568,39,https://arxiv.org/pdf/2305.18150,10.1145/3624739,18.170289855072465,4,122
457,435,2408.12568,39,https://arxiv.org/pdf/2110.15447,10.1145/3530785,3.0,4,90
282,437,2408.12568,29,https://arxiv.org/pdf/2109.10430,10.3724/sp.j.1087.2008.03017,1.0,3,84
373,357,2408.12568,0,https://arxiv.org/pdf/2408.11793,10.1145/3626772.3657673,18.170289855072465,5,160
197,659,2408.12568,0,https://arxiv.org/pdf/2408.11788,10.11606/t.55.2021.tde-08112021-112852,18.170289855072465,6,87
344,627,2408.12568,0,https://arxiv.org/pdf/2408.11744,10.22541/au.171410867.74664706/v1,18.170289855072465,5,86
122,364,2408.12568,0,https://arxiv.org/pdf/2408.11735,10.23880/oajpr-16000295,18.170289855072465,3,72
492,139,2408.12568,0,https://arxiv.org/pdf/2408.11691,10.1063/1.873782,2.0,5,85
194,336,2408.12568,0,https://arxiv.org/pdf/2408.11608,10.1136/bmj.1.4092.1175,18.170289855072465,2,51
196,319,2408.12568,0,https://arxiv.org/pdf/2408.11574,10.4324/9781315114668-12,1.0,3,46
245,605,2408.12568,0,https://arxiv.org/pdf/2408.11552,10.36227/techrxiv.19172369.v1,18.170289855072465,5,66
523,328,2408.12568,0,https://arxiv.org/pdf/2408.11526,10.22541/au.165426315.58267165/v1,18.170289855072465,3,97
517,438,2408.12568,0,https://arxiv.org/pdf/2408.11515,10.7717/peerj.3689/supp-5,18.170289855072465,3,65
430,623,2408.12568,0,https://arxiv.org/pdf/2408.11494,10.36227/techrxiv.172175654.40363354/v1,18.170289855072465,5,80
234,545,2408.12568,0,https://arxiv.org/pdf/2408.11492,10.1007/s41109-024-00627-1,18.170289855072465,6,73
445,692,2408.12568,0,https://arxiv.org/pdf/2408.11491,10.1016/s0925-7535(02)00005-x,15.0,3,102
101,686,2408.12568,0,https://arxiv.org/pdf/2408.11451,10.1101/2024.02.28.581983,8.0,9,55
220,202,2408.12568,0,https://arxiv.org/pdf/2408.11449,10.18653/v1/2021.naacl-main.83,6.0,4,79
232,191,2408.12568,0,https://arxiv.org/pdf/2408.11441,10.1080/15265161.2023.2250319,3.0,3,36
591,92,2408.12568,0,https://arxiv.org/pdf/2408.11371,10.1017/s147106841600003x,1.0,4,74
640,134,2408.12568,0,https://arxiv.org/pdf/2408.11367,10.1142/9781783265091_0010,18.170289855072465,2,93
511,594,2408.12568,0,https://arxiv.org/pdf/2408.11363,10.1021/acsami.4c01207.s001,18.170289855072465,5,86
463,274,2408.12568,0,https://arxiv.org/pdf/2408.11356,10.21203/rs.3.rs-1454132/v1,6.0,4,113
428,484,2408.12568,0,https://arxiv.org/pdf/2408.11347,10.1016/j.ijar.2014.02.004,6.0,4,106
82,342,2408.12568,0,https://arxiv.org/pdf/2408.11338,10.4095/193919,18.170289855072465,18,82
85,94,2408.12568,0,https://arxiv.org/pdf/2408.11326,10.1515/9783110782073-004,18.170289855072465,5,74
504,54,2408.12568,0,https://arxiv.org/pdf/2408.11316,10.1021/jacs.4c05840.s001,18.170289855072465,4,58
662,527,2408.12568,0,https://arxiv.org/pdf/2408.11313,10.2139/ssrn.2646463,2.0,6,124
202,76,2408.12568,0,https://arxiv.org/pdf/2408.11308,10.21203/rs.3.rs-4385503/v1,18.170289855072465,3,96
69,603,2408.12568,0,https://arxiv.org/pdf/2408.11288,10.2196/preprints.64088,1.0,7,120
92,160,2408.12568,0,https://arxiv.org/pdf/2408.11281,10.5220/0007229902280232,1.0,5,116
631,631,2408.12568,0,https://arxiv.org/pdf/2408.11261,10.36227/techrxiv.171504678.80895811/v1,18.170289855072465,8,75
329,386,2408.12568,0,https://arxiv.org/pdf/2408.11258,10.1109/icassp.2019.8682319,4.0,3,93
616,321,2408.12568,0,https://arxiv.org/pdf/2408.11249,10.1007/s10506-024-09412-y,18.170289855072465,2,77
473,79,2408.12568,0,https://arxiv.org/pdf/2408.11237,10.1109/bigcomp57234.2023.00040,2.0,5,96
216,22,2408.12568,22,https://arxiv.org/pdf/2408.11816,10.1109/intellisys.2015.7361227,18.170289855072465,3,96
303,445,2408.12568,4,https://arxiv.org/pdf/2408.11815,10.1016/0888-613x(91)90008-a,444.0,3,52
70,101,2408.12568,22,https://arxiv.org/pdf/2408.11804,10.1016/j.patcog.2016.08.013,75.0,8,66
358,449,2408.12568,4,https://arxiv.org/pdf/2408.11796,10.21203/rs.3.rs-4775436/v1,18.170289855072465,9,63
625,152,2408.12568,7,https://arxiv.org/pdf/2408.11785,10.1109/tcsvt.2024.3424219/mm1,18.170289855072465,8,73
602,300,2408.12568,22,https://arxiv.org/pdf/2408.11778,10.1109/iscas.2018.8351138,5.0,3,23
146,308,2408.12568,36,https://arxiv.org/pdf/2408.11761,10.1109/icar53236.2021.9659382,5.0,4,77
566,668,2408.12568,7,https://arxiv.org/pdf/2408.11760,10.1021/acs.nanolett.4c01050.s001,18.170289855072465,8,76
332,109,2408.12568,34,https://arxiv.org/pdf/2408.11754,10.1161/circimaging.119.009759,7.0,6,72
467,381,2408.12568,7,https://arxiv.org/pdf/2408.11747,10.3390/rs15204939,18.170289855072465,5,47
278,656,2408.12568,4,https://arxiv.org/pdf/2408.11745,10.1109/icpads.2001.934877,1.0,9,52
123,629,2408.12568,7,https://arxiv.org/pdf/2408.11742,10.1109/iccv51070.2023.00276,1.0,2,95
215,587,2408.12568,9,https://arxiv.org/pdf/2408.11727,10.31234/osf.io/r78fc,1.0,7,61
343,372,2408.12568,7,https://arxiv.org/pdf/2408.11721,10.1109/icip46576.2022.9898014,1.0,3,70
375,12,2408.12568,39,https://arxiv.org/pdf/2408.11710,10.18260/1-2-119-46353,18.170289855072465,4,92
3,107,2408.12568,37,https://arxiv.org/pdf/2408.11659,10.4108/eai.18-12-2023.2348128,18.170289855072465,3,103
107,106,2408.12568,9,https://arxiv.org/pdf/2408.11650,10.18260/1-2--40754,18.170289855072465,7,83
675,5,2408.12568,7,https://arxiv.org/pdf/2408.11649,10.14711/thesis-991013114655203412,18.170289855072465,3,165
156,515,2408.12568,43,https://arxiv.org/pdf/2408.11619,10.1016/j.watres.2017.08.065,22.0,4,96
693,604,2408.12568,4,https://arxiv.org/pdf/2408.11609,10.1016/j.knosys.2024.112219,18.170289855072465,16,62
435,375,2408.12568,26,https://arxiv.org/pdf/2408.11607,10.1201/9781003098607-3,18.170289855072465,2,108
114,558,2408.12568,4,https://arxiv.org/pdf/2408.11599,10.1109/ijcnn55064.2022.9892592,18.170289855072465,8,75
46,514,2408.12568,19,https://arxiv.org/pdf/2408.11592,10.46620/20-0024,1.0,2,96
184,530,2408.12568,4,https://arxiv.org/pdf/2408.11554,10.18653/v1/2021.mrqa-1.12,2.0,6,78
406,443,2408.12568,4,https://arxiv.org/pdf/2408.11546,10.1007/bf00462873,21.0,5,35
26,600,2408.12568,36,https://arxiv.org/pdf/2408.11537,10.1109/icra57147.2024.10611181,18.170289855072465,8,69
576,341,2408.12568,21,https://arxiv.org/pdf/2408.11530,10.2514/6.2023-3250.vid,18.170289855072465,4,61
623,556,2408.12568,22,https://arxiv.org/pdf/2408.11527,10.1109/ssci.2015.93,1.0,11,44
353,675,2408.12568,18,https://arxiv.org/pdf/2408.11523,10.3390/drones7020114,24.0,6,91
366,521,2408.12568,22,https://arxiv.org/pdf/2408.11513,10.1201/9781315140223-17,18.170289855072465,2,78
667,312,2408.12568,22,https://arxiv.org/pdf/2408.11455,10.31979/etd.rmr2-9qcf,18.170289855072465,5,76
381,4,2408.12568,7,https://arxiv.org/pdf/2408.11448,10.1109/cvprw.2009.5206722,1.0,3,47
630,647,2408.12568,22,https://arxiv.org/pdf/2408.11433,10.1109/sp.2015.35,156.0,4,56
179,261,2408.12568,4,https://arxiv.org/pdf/2408.11431,10.1016/j.knosys.2022.109093,5.0,7,101
380,520,2408.12568,36,https://arxiv.org/pdf/2408.11429,10.32657/10356/73653,1.0,10,79
629,465,2408.12568,4,https://arxiv.org/pdf/2408.11415,10.1201/9780429453151-10,18.170289855072465,1,114
550,481,2408.12568,7,https://arxiv.org/pdf/2408.11401,10.1007/978-3-031-63787-2_4,18.170289855072465,3,74
154,169,2408.12568,22,https://arxiv.org/pdf/2408.11384,10.1049/pbpc056e_ch13,18.170289855072465,3,86
542,276,2408.12568,36,https://arxiv.org/pdf/2408.11380,10.1109/fskd.2012.6234224,2.0,6,128
171,157,2408.12568,18,https://arxiv.org/pdf/2408.11372,10.1145/3543507.3583513,14.0,9,108
297,687,2408.12568,22,https://arxiv.org/pdf/2408.11370,10.1007/978-3-319-71069-3_16,5.0,2,77
321,425,2408.12568,22,https://arxiv.org/pdf/2408.11359,10.1109/bigdata55660.2022.10020888,18.170289855072465,3,92
676,424,2408.12568,22,https://arxiv.org/pdf/2408.11351,10.2139/ssrn.4617065,18.170289855072465,4,69
204,222,2408.12568,11,https://arxiv.org/pdf/2408.11341,10.1016/j.artint.2021.103624,5.0,3,74
87,644,2408.12568,4,https://arxiv.org/pdf/2408.11334,10.5860/llm.v33i2.7357,18.170289855072465,9,85
494,423,2408.12568,4,https://arxiv.org/pdf/2408.11327,10.1016/j.neunet.2019.09.029,30.0,4,100
638,584,2408.12568,4,https://arxiv.org/pdf/2408.11319,10.3390/jintelligence12070070,18.170289855072465,5,65
604,534,2408.12568,7,https://arxiv.org/pdf/2408.11312,10.1109/lra.2023.3333742/mm1,18.170289855072465,4,105
349,535,2408.12568,22,https://arxiv.org/pdf/2408.11306,10.14711/thesis-b645029,18.170289855072465,5,76
659,533,2408.12568,7,https://arxiv.org/pdf/2408.11305,10.18653/v1/2022.emnlp-main.716,4.0,4,91
454,114,2408.12568,22,https://arxiv.org/pdf/2408.11300,10.24963/ijcai.2024/473,18.170289855072465,3,90
334,128,2408.12568,33,https://arxiv.org/pdf/2408.11283,10.7717/peerj.2716/supp-1,18.170289855072465,5,45
83,345,2408.12568,7,https://arxiv.org/pdf/2408.11253,10.20944/preprints202405.1234.v1,18.170289855072465,4,104
190,389,2408.12568,22,https://arxiv.org/pdf/2408.11243,10.1007/978-981-16-6054-2_18,7.0,9,63
17,237,2408.12568,22,https://arxiv.org/pdf/2408.11239,10.1126/article.31527,18.170289855072465,4,35
660,313,2408.12568,7,https://arxiv.org/pdf/2408.11234,10.2172/1871470,18.170289855072465,3,150
448,688,2408.12568,17,https://arxiv.org/pdf/2408.11227,10.1201/9781003523314-30,18.170289855072465,9,148
124,376,2408.12568,4,https://arxiv.org/pdf/2408.11219,10.18653/v1/2023.dialdoc-1,18.170289855072465,9,65
520,430,2408.12568,7,https://arxiv.org/pdf/2408.11207,10.1116/5.0086059,3.0,5,102
212,489,2408.12568,23,https://arxiv.org/pdf/2408.11202,10.5220/0012311000003636,18.170289855072465,6,80
